Hours_Studied,Attendance,Parental_Involvement,Sleep_Hours,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Gender,Exam_Score,Study_Efficiency,Wellness_Index
16,66,Medium,6,100,Medium,1,Medium,Medium,Public,3,No,High School,Female,64,1056,9.0
18,64,Low,7,57,Medium,1,High,Medium,Public,3,No,High School,Male,61,1152,10.5
15,64,Medium,6,92,Low,3,Low,Medium,Public,4,No,College,Female,63,960,12.0
18,83,Medium,9,62,High,2,Low,Medium,Public,2,No,High School,Male,65,1494,9.0
30,91,High,9,62,Low,3,Low,High,Public,4,No,Postgraduate,Female,73,2730,18.0
25,75,Medium,8,75,High,2,High,High,Private,4,Yes,Postgraduate,Male,68,1875,16.0
25,99,Medium,8,83,Medium,1,Medium,Medium,Public,2,No,College,Female,72,2475,8.0
12,77,Low,7,85,Medium,1,Medium,Medium,Public,3,No,College,Male,62,924,10.5
13,66,High,9,51,Low,3,Medium,Medium,Private,2,No,Postgraduate,Male,63,858,9.0
15,87,Medium,10,83,Medium,1,High,High,Private,3,No,High School,Male,68,1305,15.0
26,93,High,6,94,Low,1,Medium,High,Public,2,No,High School,Female,74,2418,6.0
23,78,Medium,5,83,Medium,1,Medium,Medium,Public,3,No,High School,Male,68,1794,7.5
19,84,Medium,5,63,Medium,1,High,Medium,Private,2,No,High School,Male,67,1596,5.0
20,71,Medium,5,75,Low,0,Medium,Medium,Private,4,No,High School,Male,65,1420,10.0
16,86,Low,5,82,Low,0,Low,Medium,Public,4,No,High School,Female,63,1376,10.0
21,99,Medium,7,57,High,2,Medium,Medium,Public,2,No,Postgraduate,Male,71,2079,7.0
25,62,Medium,8,77,Medium,0,Medium,Low,Public,4,No,College,Female,62,1550,16.0
10,95,High,7,74,High,2,Low,Medium,Public,3,No,High School,Male,66,950,10.5
22,82,Low,5,67,Low,1,Low,High,Private,1,Yes,Postgraduate,Female,65,1804,2.5
26,70,High,6,81,Low,0,Low,High,Public,3,No,High School,Male,66,1820,9.0
18,98,High,8,82,Medium,3,Medium,High,Public,3,No,College,Male,71,1764,12.0
24,79,Low,6,99,High,2,Low,High,Public,3,No,High School,Male,68,1896,9.0
19,67,Medium,5,77,Medium,1,Medium,High,Private,4,No,Postgraduate,Male,66,1273,10.0
16,93,Low,6,77,High,2,Low,Medium,Public,1,No,High School,Male,67,1488,3.0
23,97,High,8,57,Low,2,High,Medium,Public,1,No,Postgraduate,Male,72,2231,4.0
21,69,Low,7,59,Medium,3,Low,Medium,Public,3,No,Postgraduate,Male,64,1449,10.5
14,65,Low,7,82,Low,1,Low,Low,Public,3,No,High School,Male,60,910,10.5
21,60,High,8,78,Medium,2,Medium,High,Public,2,No,High School,Female,64,1260,8.0
29,80,Medium,5,90,Medium,2,Medium,Low,Public,1,No,College,Female,70,2320,2.5
23,100,Medium,10,73,Medium,3,Medium,Medium,Private,2,No,College,Male,72,2300,10.0
26,88,Medium,6,74,Medium,0,Low,Medium,Public,2,No,High School,Female,68,2288,6.0
19,72,Medium,8,58,Medium,0,Medium,Low,Public,3,No,High School,Female,62,1368,12.0
24,95,Medium,5,87,Medium,0,Low,Medium,Public,2,No,High School,Male,68,2280,5.0
22,91,High,7,50,Medium,2,Low,Medium,Public,5,No,Postgraduate,Male,72,2002,17.5
14,61,Medium,7,71,Medium,0,Medium,Low,Private,1,No,Postgraduate,Female,60,854,3.5
22,93,Medium,9,59,Low,3,Low,High,Public,4,No,Postgraduate,Female,72,2046,18.0
14,72,Low,7,89,Medium,2,Medium,Medium,Public,3,No,High School,Female,65,1008,10.5
16,66,Medium,9,84,High,3,Low,Low,Public,4,No,High School,Female,63,1056,18.0
21,69,Medium,7,85,Medium,2,Medium,Medium,Private,0,No,Postgraduate,Male,66,1449,0.0
22,79,Low,10,57,Low,1,Medium,High,Public,2,No,High School,Male,65,1738,10.0
13,77,Medium,4,83,Medium,1,Medium,High,Public,2,No,Postgraduate,Male,65,1001,4.0
26,72,Low,8,85,Medium,2,Low,Medium,Public,3,No,High School,Male,67,1872,12.0
16,90,High,7,66,Medium,0,High,High,Public,3,No,High School,Male,67,1440,10.5
11,100,Medium,9,54,Low,1,Low,Medium,Public,3,No,Postgraduate,Male,66,1100,13.5
19,91,Low,9,84,High,2,High,High,Public,3,Yes,High School,Male,71,1729,13.5
17,72,Medium,8,61,Medium,1,Medium,Medium,Public,4,No,Postgraduate,Male,64,1224,16.0
21,70,Low,7,63,Medium,0,Medium,Medium,Public,2,No,High School,Male,61,1470,7.0
18,69,High,8,54,Low,1,High,High,Private,2,No,High School,Male,65,1242,8.0
8,65,Medium,10,74,Medium,1,Medium,High,Private,5,No,High School,Male,61,520,25.0
18,82,High,7,52,Low,1,Low,Medium,Public,4,No,High School,Female,64,1476,14.0
18,84,High,8,92,Low,0,Low,High,Public,3,No,College,Female,69,1512,12.0
16,87,High,9,53,High,3,Medium,High,Private,5,No,College,Male,70,1392,22.5
30,72,High,8,82,High,1,Low,Medium,Public,1,No,College,Female,70,2160,4.0
9,73,Medium,6,96,Low,0,Low,High,Public,2,No,High School,Male,62,657,6.0
28,87,Medium,8,95,Medium,2,Medium,Low,Private,3,No,Postgraduate,Female,73,2436,12.0
19,74,Medium,8,54,High,0,Medium,Medium,Public,3,No,College,Male,66,1406,12.0
25,69,Medium,8,64,Medium,1,High,Low,Public,3,No,Postgraduate,Female,66,1725,12.0
20,75,Low,7,76,Medium,3,High,High,Private,3,No,College,Female,66,1500,10.5
27,71,Medium,9,51,Medium,3,High,Medium,Public,1,No,College,Female,66,1917,4.5
18,64,Medium,6,76,Medium,2,Medium,High,Public,4,No,High School,Male,65,1152,12.0
13,93,Low,7,72,High,2,Medium,Medium,Private,2,No,Postgraduate,Female,67,1209,7.0
19,69,Medium,9,96,Medium,0,High,High,Private,3,No,High School,Female,66,1311,13.5
21,63,Medium,6,64,Low,1,High,High,Public,3,No,High School,Male,63,1323,9.0
27,90,Medium,7,82,Medium,0,Medium,Medium,Public,3,No,College,Female,71,2430,10.5
14,68,Medium,6,71,Low,1,Medium,Medium,Public,3,No,College,Male,63,952,9.0
24,76,High,7,72,Low,1,High,Medium,Public,2,No,College,Male,67,1824,7.0
16,63,Medium,8,82,Medium,0,High,Medium,Public,3,No,High School,Male,63,1008,12.0
19,69,High,5,98,Medium,0,High,Medium,Public,4,No,High School,Male,66,1311,10.0
20,92,Medium,9,93,Low,3,High,Medium,Public,2,No,College,Female,72,1840,9.0
15,68,High,6,73,Medium,0,Medium,Medium,Public,3,No,College,Male,62,1020,9.0
28,73,High,6,71,Medium,0,Medium,High,Private,2,No,College,Female,69,2044,6.0
25,65,Low,9,89,Medium,2,Medium,High,Public,3,No,High School,Female,66,1625,13.5
20,63,Medium,8,61,Medium,2,High,Medium,Public,3,No,High School,Male,64,1260,12.0
21,100,Low,6,79,Medium,2,Low,Medium,Public,1,No,High School,Female,70,2100,3.0
18,86,Medium,6,75,High,0,Low,High,Public,4,No,High School,Male,67,1548,12.0
28,82,Medium,8,82,Low,1,Medium,Medium,Private,2,No,Postgraduate,Male,71,2296,8.0
19,91,Medium,8,59,High,1,High,Medium,Public,2,No,Postgraduate,Male,69,1729,8.0
21,94,High,8,85,Medium,1,Medium,Medium,Public,4,No,College,Male,70,1974,16.0
27,92,Medium,7,81,Medium,0,Low,Medium,Public,1,No,College,Male,70,2484,3.5
15,61,High,8,59,Medium,1,Medium,Medium,Public,2,No,Postgraduate,Female,61,915,8.0
29,67,Low,7,72,Medium,0,Medium,High,Public,3,No,High School,Female,65,1943,10.5
11,86,Medium,6,84,Medium,0,High,High,Private,3,No,High School,Male,67,946,9.0
30,75,Medium,9,95,Low,1,High,Medium,Public,5,No,Postgraduate,Male,70,2250,22.5
18,99,Medium,8,56,Medium,2,Low,High,Private,3,No,High School,Male,67,1782,12.0
19,87,Low,6,50,Medium,3,Low,Medium,Public,2,No,Postgraduate,Male,68,1653,6.0
9,98,High,7,58,Medium,2,Medium,Medium,Public,4,No,College,Male,69,882,14.0
17,68,Medium,7,99,Medium,1,Medium,Low,Private,1,No,Postgraduate,Male,65,1156,3.5
14,95,High,6,88,Medium,2,Low,Low,Public,2,No,High School,Male,68,1330,6.0
16,73,High,7,81,Medium,1,High,High,Public,4,No,Postgraduate,Male,67,1168,14.0
19,100,Medium,6,57,Medium,1,High,Medium,Private,2,Yes,High School,Male,70,1900,6.0
26,66,High,8,71,High,2,Medium,Medium,Public,3,No,High School,Female,68,1716,12.0
21,81,High,7,86,Medium,1,Low,Medium,Public,4,No,College,Male,69,1701,14.0
22,92,High,5,95,Low,0,Low,Low,Public,3,No,Postgraduate,Male,70,2024,7.5
13,77,High,7,69,Medium,2,Low,High,Private,5,No,College,Male,67,1001,17.5
31,99,Medium,4,57,High,1,High,High,Public,2,No,Postgraduate,Female,74,3069,4.0
16,77,Medium,7,69,Low,1,Low,High,Public,4,No,High School,Female,63,1232,14.0
30,84,High,9,94,Medium,1,Low,High,Private,2,Yes,High School,Female,72,2520,9.0
19,62,High,7,82,Low,0,Low,Low,Private,5,Yes,Postgraduate,Male,62,1178,17.5
20,94,Medium,8,91,Medium,1,Low,Medium,Public,2,No,Postgraduate,Female,71,1880,8.0
26,86,Medium,7,95,Medium,0,Low,High,Public,5,No,High School,Male,68,2236,17.5
28,76,Medium,6,75,High,3,High,Medium,Public,3,No,High School,Male,72,2128,9.0
19,61,Medium,6,62,High,1,High,Medium,Public,2,No,Postgraduate,Female,64,1159,6.0
18,84,Low,5,85,Medium,0,Medium,Medium,Public,4,No,High School,Male,64,1512,10.0
20,61,Low,8,78,Medium,0,Low,Medium,Private,5,No,High School,Female,63,1220,20.0
22,60,High,8,89,Medium,2,Medium,High,Private,4,No,College,Male,66,1320,16.0
25,85,Medium,7,76,Medium,2,High,Medium,Public,2,No,College,Female,71,2125,7.0
24,68,High,8,95,Low,3,Medium,Medium,Public,0,No,High School,Male,67,1632,0.0
30,86,High,6,87,Medium,0,Low,Low,Private,4,No,College,Female,73,2580,12.0
22,62,Low,7,87,Medium,2,High,Low,Public,3,No,High School,Female,64,1364,10.5
11,66,Medium,7,74,Medium,3,Medium,High,Private,3,No,High School,Female,62,726,10.5
4,83,High,7,99,Low,1,Low,Low,Private,3,No,College,Female,64,332,10.5
22,86,Low,4,82,Low,1,Low,Low,Private,5,No,College,Male,67,1892,10.0
17,70,High,7,75,Medium,1,Low,Medium,Private,4,Yes,College,Male,63,1190,14.0
21,64,High,7,78,Low,1,Medium,Medium,Public,4,No,High School,Male,64,1344,14.0
27,77,Low,7,86,High,1,High,High,Public,3,No,College,Male,70,2079,10.5
21,98,Medium,8,72,Medium,3,Low,Low,Public,3,No,High School,Female,71,2058,12.0
16,69,Medium,5,68,Medium,0,Medium,High,Public,4,No,College,Male,63,1104,10.0
26,70,Medium,7,62,Medium,0,Low,Medium,Private,1,No,College,Female,66,1820,3.5
19,64,Medium,4,71,Medium,1,High,Medium,Public,3,No,High School,Male,65,1216,6.0
23,84,Medium,7,61,Medium,2,Medium,High,Public,5,No,College,Male,70,1932,17.5
17,87,Low,9,71,Medium,2,Low,Medium,Public,3,No,College,Female,65,1479,13.5
16,86,High,5,94,High,0,Medium,Medium,Public,2,No,High School,Male,68,1376,5.0
21,94,Medium,6,99,Medium,1,Medium,High,Private,2,No,High School,Male,72,1974,6.0
20,79,Medium,4,79,Low,0,Medium,High,Private,4,No,High School,Male,67,1580,8.0
23,65,High,7,57,Low,1,High,Medium,Public,4,No,High School,Male,65,1495,14.0
18,72,Medium,8,71,Low,2,High,Medium,Public,4,No,Postgraduate,Male,66,1296,16.0
9,86,High,8,80,Medium,1,Low,Medium,Public,5,No,College,Female,67,774,20.0
17,85,Medium,6,69,Medium,1,Medium,Medium,Private,3,Yes,Postgraduate,Male,65,1445,9.0
25,81,Medium,4,60,Medium,2,Medium,Medium,Private,3,No,High School,Male,68,2025,6.0
18,87,Medium,5,61,High,2,Medium,Medium,Public,1,No,High School,Male,68,1566,2.5
19,85,Medium,9,74,Medium,1,High,Medium,Public,3,No,College,Female,69,1615,13.5
26,95,Medium,8,61,Medium,2,Medium,Medium,Private,2,No,Postgraduate,Female,71,2470,8.0
16,83,Medium,7,62,Medium,0,Low,Medium,Private,1,Yes,Postgraduate,Male,64,1328,3.5
11,91,Low,7,94,Medium,1,Medium,Medium,Public,3,Yes,High School,Male,65,1001,10.5
19,70,Medium,5,89,Medium,1,Low,High,Private,2,No,High School,Male,64,1330,5.0
17,87,Medium,9,53,Low,3,Low,Medium,Public,3,No,Postgraduate,Female,67,1479,13.5
14,96,Medium,6,66,Medium,3,Medium,Medium,Public,2,No,College,Female,70,1344,6.0
19,75,Medium,8,77,Medium,1,Low,Low,Public,4,No,High School,Female,66,1425,16.0
23,91,High,5,53,Low,3,Medium,High,Private,3,No,High School,Male,70,2093,7.5
20,89,Medium,7,84,Low,1,High,High,Public,4,No,High School,Male,70,1780,14.0
22,62,High,9,69,Low,1,High,Low,Private,3,No,College,Male,64,1364,13.5
31,83,Low,6,70,Medium,3,Low,Medium,Private,3,No,College,Male,71,2573,9.0
18,65,Medium,8,63,Medium,1,Medium,Medium,Public,3,No,High School,Male,63,1170,12.0
22,99,Medium,5,67,High,1,Medium,High,Private,3,No,College,Male,72,2178,7.5
15,64,High,7,89,Low,0,Low,Medium,Public,2,No,High School,Male,61,960,7.0
16,65,High,8,97,High,2,Low,Medium,Public,4,Yes,High School,Female,63,1040,16.0
17,84,Low,7,85,High,0,Medium,Medium,Private,2,No,College,Male,67,1428,7.0
22,74,High,8,79,Low,3,Medium,Medium,Public,1,No,High School,Female,67,1628,4.0
34,61,Medium,9,63,Low,2,Medium,Medium,Public,5,No,High School,Female,65,2074,22.5
16,82,Low,6,83,Medium,0,Medium,Medium,Public,2,No,High School,Female,64,1312,6.0
18,76,Medium,5,95,High,2,High,High,Public,6,No,Postgraduate,Female,69,1368,15.0
22,92,High,9,72,Low,1,Low,High,Public,4,Yes,Postgraduate,Male,71,2024,18.0
22,97,Medium,6,57,Medium,0,Medium,High,Private,2,No,High School,Male,70,2134,6.0
5,93,Medium,7,81,Medium,1,Low,High,Public,2,No,College,Female,65,465,7.0
6,69,High,10,94,Medium,1,Medium,Medium,Private,4,No,Postgraduate,Female,63,414,20.0
17,71,Medium,10,53,Low,0,Low,Low,Public,3,No,High School,Male,61,1207,15.0
27,68,Medium,9,95,Medium,1,Low,Medium,Public,3,No,College,Male,67,1836,13.5
11,91,Medium,5,53,Medium,0,Low,Medium,Private,2,No,Postgraduate,Female,64,1001,5.0
23,89,High,7,58,Medium,2,Medium,High,Private,3,No,Postgraduate,Male,73,2047,10.5
21,95,Medium,8,57,Low,1,Low,Medium,Public,3,No,High School,Male,69,1995,12.0
13,86,Medium,8,59,Medium,3,Medium,Medium,Public,3,No,High School,Male,67,1118,12.0
14,76,High,6,74,Low,0,High,Medium,Private,2,Yes,College,Male,63,1064,6.0
14,77,High,5,89,Low,0,Medium,Medium,Private,2,No,College,Male,67,1078,5.0
21,63,Low,8,95,Medium,2,High,Medium,Public,5,No,High School,Male,66,1323,20.0
16,61,Medium,10,78,Medium,2,Low,High,Public,2,No,College,Female,64,976,10.0
23,88,High,6,58,Medium,2,Low,Medium,Public,2,No,High School,Male,68,2024,6.0
15,82,Medium,10,75,Medium,1,High,Medium,Public,1,No,College,Female,66,1230,5.0
13,82,Medium,7,88,Medium,0,Low,Medium,Public,2,No,High School,Female,65,1066,7.0
18,71,Medium,7,81,Medium,0,Medium,Medium,Public,4,No,College,Female,65,1278,14.0
17,79,Medium,8,79,Medium,3,Medium,High,Private,5,Yes,Postgraduate,Male,67,1343,20.0
25,79,High,7,52,Medium,1,Medium,Medium,Public,2,No,Postgraduate,Female,68,1975,7.0
9,76,Medium,9,71,Medium,1,Medium,High,Public,3,No,College,Male,63,684,13.5
20,93,High,6,78,Low,1,Low,Medium,Public,3,No,College,Female,70,1860,9.0
23,78,High,7,80,Medium,0,Low,Medium,Private,2,No,High School,Female,68,1794,7.0
31,84,Medium,5,50,Medium,2,Low,High,Private,3,No,High School,Male,69,2604,7.5
17,96,High,7,60,Low,0,Low,Medium,Private,2,Yes,College,Male,67,1632,7.0
22,95,Medium,5,97,Medium,0,Low,Low,Public,3,No,High School,Male,69,2090,7.5
9,96,Medium,8,75,Low,1,Low,High,Private,4,Yes,High School,Female,65,864,16.0
6,71,Medium,5,85,Medium,1,Low,Medium,Public,2,No,High School,Male,61,426,5.0
25,61,Medium,8,65,Low,3,Low,Low,Public,3,No,College,Female,65,1525,12.0
27,71,Medium,10,68,Medium,1,Low,Medium,Public,2,No,High School,Male,66,1917,10.0
12,96,Medium,9,65,Medium,2,High,High,Private,4,Yes,Postgraduate,Female,69,1152,18.0
23,86,Medium,8,71,High,3,Medium,Medium,Public,4,No,College,Female,71,1978,16.0
31,63,High,5,73,Medium,1,High,Low,Public,2,No,High School,Female,68,1953,5.0
23,65,High,6,67,High,3,Medium,Medium,Private,5,No,High School,Male,65,1495,15.0
22,66,Medium,6,63,High,1,Low,Medium,Private,5,No,Postgraduate,Male,64,1452,15.0
20,85,Medium,6,81,Low,1,High,High,Private,3,No,College,Male,68,1700,9.0
11,89,Low,9,69,Low,1,Low,Low,Public,3,No,High School,Male,64,979,13.5
28,94,Medium,7,60,Low,1,Low,Medium,Public,3,No,High School,Male,71,2632,10.5
16,98,High,6,88,Medium,1,Low,Medium,Public,3,No,Postgraduate,Female,70,1568,9.0
23,68,High,6,86,Medium,0,Medium,Medium,Public,2,No,Postgraduate,Male,68,1564,6.0
11,72,Medium,6,94,Low,2,Medium,Medium,Public,3,No,High School,Male,63,792,9.0
13,70,Medium,8,78,Medium,0,Low,Medium,Private,3,Yes,High School,Male,61,910,12.0
29,74,Medium,5,64,Medium,2,Medium,Medium,Public,1,No,College,Male,66,2146,2.5
29,83,High,8,64,Medium,2,Medium,High,Public,1,No,High School,Male,71,2407,4.0
20,90,Medium,4,83,High,1,Low,Low,Public,3,No,College,Male,69,1800,6.0
9,80,High,5,60,Medium,2,Low,Medium,Private,3,No,High School,Male,62,720,7.5
25,61,Medium,7,81,High,0,Medium,Medium,Public,4,No,High School,Female,65,1525,14.0
16,63,Medium,9,92,Medium,0,Low,Medium,Private,3,No,College,Female,61,1008,13.5
24,82,Medium,9,77,Medium,3,Medium,Medium,Public,2,No,High School,Female,69,1968,9.0
20,89,Low,6,74,Low,1,Medium,Low,Private,3,No,Postgraduate,Male,66,1780,9.0
11,69,High,9,100,Low,1,Low,Medium,Public,5,No,High School,Male,64,759,22.5
21,89,High,7,51,Low,1,Medium,Medium,Public,4,No,High School,Female,69,1869,14.0
23,76,Low,7,96,Low,2,Medium,Medium,Private,4,No,High School,Female,68,1748,14.0
20,90,High,8,82,Medium,2,High,Medium,Private,4,Yes,High School,Female,70,1800,16.0
26,76,Low,6,77,Medium,1,Medium,Medium,Private,5,No,High School,Male,68,1976,15.0
21,87,Low,6,82,Medium,0,Medium,High,Public,5,No,Postgraduate,Female,68,1827,15.0
21,91,Medium,5,66,Low,1,High,Medium,Public,3,No,College,Female,69,1911,7.5
13,100,Medium,8,54,Medium,0,Medium,High,Public,3,No,College,Female,68,1300,12.0
26,76,Medium,8,67,High,1,Low,Medium,Public,3,No,High School,Male,67,1976,12.0
15,67,Low,5,74,Medium,1,High,High,Public,2,No,Postgraduate,Male,64,1005,5.0
29,68,Medium,6,70,Low,0,Medium,Medium,Public,2,No,Postgraduate,Male,64,1972,6.0
19,88,Medium,9,76,Low,1,Medium,High,Public,3,No,High School,Male,68,1672,13.5
26,76,Medium,7,59,Low,0,Medium,Medium,Public,1,Yes,Postgraduate,Male,65,1976,3.5
18,67,High,7,68,Medium,0,Medium,Medium,Public,4,No,High School,Male,66,1206,14.0
18,78,High,7,67,Low,0,High,Medium,Public,3,No,College,Male,64,1404,10.5
20,72,Medium,6,79,Medium,1,Low,Medium,Private,4,No,Postgraduate,Female,66,1440,12.0
23,69,Medium,8,66,Low,1,Medium,Medium,Public,3,No,College,Male,63,1587,12.0
8,60,High,9,93,High,0,Low,High,Public,3,No,Postgraduate,Female,62,480,13.5
13,82,Medium,6,60,Medium,1,Low,Low,Public,4,No,College,Female,64,1066,12.0
26,92,Low,8,98,Medium,2,Medium,Medium,Public,3,No,Postgraduate,Male,72,2392,12.0
19,71,High,7,99,Low,0,Low,High,Public,4,No,High School,Female,65,1349,14.0
17,84,Low,6,85,Medium,1,Medium,Low,Public,2,No,College,Female,67,1428,6.0
12,87,High,9,75,Medium,1,Low,Medium,Private,3,Yes,College,Female,65,1044,13.5
14,86,Low,8,90,Low,0,Low,Medium,Private,1,No,High School,Male,63,1204,4.0
8,78,High,7,94,Low,1,High,High,Public,3,Yes,High School,Female,65,624,10.5
19,74,Medium,10,85,Medium,1,Low,Medium,Public,5,No,Postgraduate,Male,67,1406,25.0
16,93,Medium,8,55,Low,0,High,Medium,Public,4,No,High School,Male,67,1488,16.0
14,90,Low,6,50,Medium,0,Medium,High,Private,3,No,College,Male,65,1260,9.0
20,73,Medium,4,60,Medium,1,Low,Medium,Private,3,Yes,High School,Male,64,1460,6.0
22,64,High,7,59,High,0,Medium,High,Private,5,Yes,High School,Female,64,1408,17.5
33,63,High,9,59,Medium,1,Medium,Medium,Public,4,No,High School,Male,69,2079,18.0
11,64,Medium,8,75,Low,1,High,Medium,Private,3,No,High School,Male,60,704,12.0
27,83,Medium,9,76,Medium,1,Low,High,Public,4,No,High School,Male,70,2241,18.0
26,62,Low,6,86,Medium,2,Medium,Medium,Public,3,No,High School,Male,66,1612,9.0
15,73,Medium,7,60,High,3,Medium,Medium,Public,4,No,College,Female,66,1095,14.0
21,90,Medium,7,55,Medium,2,Medium,Medium,Public,2,No,College,Female,68,1890,7.0
17,72,Low,7,83,Low,3,Medium,High,Public,3,Yes,High School,Female,62,1224,10.5
21,91,Medium,8,74,Low,0,Medium,Medium,Public,2,No,Postgraduate,Female,70,1911,8.0
29,90,Medium,9,83,Medium,0,Medium,High,Private,3,No,High School,Female,72,2610,13.5
24,70,Low,10,69,High,1,High,Medium,Public,2,No,High School,Female,64,1680,10.0
23,89,Low,9,88,High,1,High,Medium,Public,5,No,Postgraduate,Male,71,2047,22.5
17,90,Medium,8,84,Medium,1,Low,Low,Public,4,No,High School,Female,67,1530,16.0
11,76,Low,6,83,High,3,Medium,Medium,Public,1,No,High School,Female,64,836,3.0
19,68,High,7,51,Medium,1,High,Medium,Public,1,No,High School,Female,64,1292,3.5
27,81,Medium,8,93,Medium,0,High,High,Public,3,No,College,Female,72,2187,12.0
11,97,Low,7,69,Medium,3,Low,Medium,Public,2,No,High School,Female,66,1067,7.0
14,86,High,6,57,Medium,3,High,High,Private,2,No,College,Female,68,1204,6.0
14,87,Medium,8,74,Medium,0,Medium,High,Public,3,Yes,College,Male,64,1218,12.0
15,77,Medium,7,52,Medium,1,Medium,Medium,Public,2,No,College,Male,64,1155,7.0
17,84,Low,7,89,Medium,2,High,Medium,Public,2,No,High School,Male,68,1428,7.0
12,89,Medium,7,72,Medium,1,High,High,Public,5,No,College,Male,67,1068,17.5
14,81,Medium,6,88,Medium,1,High,Medium,Public,3,No,Postgraduate,Female,67,1134,9.0
24,93,High,7,88,Low,1,Medium,High,Public,3,No,High School,Female,71,2232,10.5
12,89,Medium,6,55,Low,1,Low,High,Public,3,No,High School,Female,63,1068,9.0
10,85,Medium,6,81,Medium,3,Low,Medium,Public,3,No,High School,Female,66,850,9.0
16,66,High,5,68,High,2,Low,Medium,Public,5,No,Postgraduate,Male,65,1056,12.5
24,93,Medium,7,77,Medium,0,Low,Medium,Private,3,No,High School,Female,68,2232,10.5
19,97,Medium,8,54,Medium,0,High,Medium,Public,2,No,High School,Male,68,1843,8.0
17,65,Medium,9,79,Medium,0,Medium,Medium,Public,2,Yes,High School,Male,62,1105,9.0
20,80,Low,5,89,Medium,0,High,High,Public,3,No,Postgraduate,Male,67,1600,7.5
10,70,High,9,99,Medium,1,Medium,Medium,Public,4,No,High School,Female,65,700,18.0
23,90,High,7,66,Low,2,High,High,Public,3,No,High School,Female,71,2070,10.5
18,66,High,6,68,Low,1,Medium,High,Public,3,Yes,High School,Male,61,1188,9.0
26,95,Medium,4,51,Medium,1,Low,Medium,Public,2,No,High School,Male,70,2470,4.0
13,67,Medium,5,70,Medium,0,Low,High,Private,2,No,High School,Male,60,871,5.0
27,92,Low,10,96,Medium,0,Low,Medium,Public,2,No,Postgraduate,Male,70,2484,10.0
21,78,Medium,6,60,High,1,Low,High,Private,2,No,College,Female,67,1638,6.0
18,73,Medium,8,74,Low,3,Medium,High,Private,2,No,Postgraduate,Male,66,1314,8.0
20,66,Low,7,79,Medium,2,Medium,Medium,Private,2,No,High School,Female,63,1320,7.0
19,67,Medium,7,59,Low,3,Low,High,Private,3,No,Postgraduate,Female,65,1273,10.5
14,82,High,4,96,Low,2,High,Medium,Private,4,Yes,High School,Male,66,1148,8.0
15,65,Medium,9,65,Medium,1,Low,Medium,Public,2,No,College,Female,61,975,9.0
26,65,Medium,7,82,Low,1,Low,Medium,Public,1,No,Postgraduate,Male,65,1690,3.5
